actual_time,area,num_people,date,time_index,kind,area_type,num_people_prev_1min,n_eff,wait_time_min
2025-09-14 02:07:00,A,0,2025-09-14,127,actual,checkin,0.0,0.0,1.5
2025-09-14 02:08:00,A,0,2025-09-14,128,actual,checkin,0.0,0.0,1.5
2025-09-14 02:09:00,A,0,2025-09-14,129,actual,checkin,0.0,0.0,1.5
2025-09-14 02:10:00,A,0,2025-09-14,130,actual,checkin,0.0,0.0,1.5
2025-09-14 02:11:00,A,0,2025-09-14,131,actual,checkin,0.0,0.0,1.5
2025-09-14 02:12:00,A,0,2025-09-14,132,actual,checkin,0.0,0.0,1.5
2025-09-14 02:13:00,A,0,2025-09-14,133,actual,checkin,0.0,0.0,1.5
2025-09-14 02:14:00,A,0,2025-09-14,134,actual,checkin,0.0,0.0,1.5
2025-09-14 02:15:00,A,0,2025-09-14,135,actual,checkin,0.0,0.0,1.5
2025-09-14 02:16:00,A,0,2025-09-14,136,actual,checkin,0.0,0.0,1.5
2025-09-14 02:17:00,A,0,2025-09-14,137,actual,checkin,0.0,0.0,1.5
2025-09-14 02:18:00,A,0,2025-09-14,138,actual,checkin,0.0,0.0,1.5
2025-09-14 02:19:00,A,0,2025-09-14,139,actual,checkin,0.0,0.0,1.5
2025-09-14 02:20:00,A,0,2025-09-14,140,actual,checkin,0.0,0.0,1.5
2025-09-14 02:21:00,A,0,2025-09-14,141,actual,checkin,0.0,0.0,1.5
2025-09-14 02:22:00,A,0,2025-09-14,142,actual,checkin,0.0,0.0,1.5
2025-09-14 02:23:00,A,0,2025-09-14,143,actual,checkin,0.0,0.0,1.5
2025-09-14 02:24:00,A,0,2025-09-14,144,actual,checkin,0.0,0.0,1.5
2025-09-14 02:25:00,A,0,2025-09-14,145,actual,checkin,0.0,0.0,1.5
2025-09-14 02:26:00,A,0,2025-09-14,146,actual,checkin,0.0,0.0,1.5
2025-09-14 02:27:00,A,0,2025-09-14,147,actual,checkin,0.0,0.0,1.5
2025-09-14 02:28:00,A,0,2025-09-14,148,actual,checkin,0.0,0.0,1.5
2025-09-14 02:29:00,A,0,2025-09-14,149,actual,checkin,0.0,0.0,1.5
2025-09-14 02:30:00,A,0,2025-09-14,150,actual,checkin,0.0,0.0,1.5
2025-09-14 02:31:00,A,0,2025-09-14,151,actual,checkin,0.0,0.0,1.5
2025-09-14 02:32:00,A,0,2025-09-14,152,actual,checkin,0.0,0.0,1.5
2025-09-14 02:33:00,A,0,2025-09-14,153,actual,checkin,0.0,0.0,1.5
2025-09-14 02:34:00,A,0,2025-09-14,154,actual,checkin,0.0,0.0,1.5
2025-09-14 02:35:00,A,0,2025-09-14,155,actual,checkin,0.0,0.0,1.5
2025-09-14 02:36:00,A,0,2025-09-14,156,actual,checkin,0.0,0.0,1.5
2025-09-14 02:37:00,A,0,2025-09-14,157,actual,checkin,0.0,0.0,1.5
2025-09-14 02:38:00,A,0,2025-09-14,158,actual,checkin,0.0,0.0,1.5
2025-09-14 02:39:00,A,0,2025-09-14,159,actual,checkin,0.0,0.0,1.5
2025-09-14 02:40:00,A,0,2025-09-14,160,actual,checkin,0.0,0.0,1.5
2025-09-14 02:41:00,A,0,2025-09-14,161,actual,checkin,0.0,0.0,1.5
2025-09-14 02:42:00,A,0,2025-09-14,162,actual,checkin,0.0,0.0,1.5
2025-09-14 02:43:00,A,0,2025-09-14,163,actual,checkin,0.0,0.0,1.5
2025-09-14 02:44:00,A,0,2025-09-14,164,actual,checkin,0.0,0.0,1.5
2025-09-14 02:45:00,A,0,2025-09-14,165,actual,checkin,0.0,0.0,1.5
2025-09-14 02:46:00,A,0,2025-09-14,166,actual,checkin,0.0,0.0,1.5
2025-09-14 02:47:00,A,0,2025-09-14,167,actual,checkin,0.0,0.0,1.5
2025-09-14 02:48:00,A,0,2025-09-14,168,actual,checkin,0.0,0.0,1.5
2025-09-14 02:49:00,A,0,2025-09-14,169,actual,checkin,0.0,0.0,1.5
2025-09-14 02:50:00,A,0,2025-09-14,170,actual,checkin,0.0,0.0,1.5
2025-09-14 02:51:00,A,0,2025-09-14,171,actual,checkin,0.0,0.0,1.5
2025-09-14 02:52:00,A,0,2025-09-14,172,actual,checkin,0.0,0.0,1.5
2025-09-14 02:53:00,A,0,2025-09-14,173,actual,checkin,0.0,0.0,1.5
2025-09-14 02:54:00,A,0,2025-09-14,174,actual,checkin,0.0,0.0,1.5
2025-09-14 02:55:00,A,0,2025-09-14,175,actual,checkin,0.0,0.0,1.5
2025-09-14 02:56:00,A,0,2025-09-14,176,actual,checkin,0.0,0.0,1.5
2025-09-14 02:57:00,A,0,2025-09-14,177,actual,checkin,0.0,0.0,1.5
2025-09-14 02:58:00,A,0,2025-09-14,178,actual,checkin,0.0,0.0,1.5
2025-09-14 02:59:00,A,0,2025-09-14,179,actual,checkin,0.0,0.0,1.5
2025-09-14 03:00:00,A,0,2025-09-14,180,actual,checkin,0.0,0.0,1.5
2025-09-14 03:01:00,A,0,2025-09-14,181,actual,checkin,0.0,0.0,1.5
2025-09-14 03:02:00,A,0,2025-09-14,182,actual,checkin,0.0,0.0,1.5
2025-09-14 03:03:00,A,0,2025-09-14,183,actual,checkin,0.0,0.0,1.5
2025-09-14 03:04:00,A,0,2025-09-14,184,actual,checkin,0.0,0.0,1.5
2025-09-14 03:05:00,A,0,2025-09-14,185,actual,checkin,0.0,0.0,1.5
